0,100,0,0.002830016,121.9993,1,180.1984
1,100,0,0.002628015,39.80008,9.399996,272.3982
2,100,0,0.002410013,-40.20008,83.59987,310.6006
3,100,0,0.002410013,-40.20008,83.59987,310.6006
4,100,0,0.002410013,-40.20008,83.59987,310.6006
5,100,0,0.002410013,-24.20002,18.8,365.6039
6,100,0,0.002410013,-24.20002,-129.9992,481.211
7,100,0,0.002410013,3.199996,-129.9992,429.2078
8,100,0,0.002410013,-43.8001,-129.9992,429.2078
9,100,0,0.002622015,-106.5995,-129.9992,429.2078
10,100,0,0.002622015,-106.5995,-50.20013,335.6021
11,100,0,0.002328012,57.60014,-159.9987,302.6001
12,100,0,0.002328012,57.60014,-159.9987,302.6001
13,100,0,0.002328012,57.60014,-159.9987,302.6001
14,100,0,0.002328012,57.60014,-64.00018,179.1984
15,100,0,0.002328012,57.60014,13.19998,137.1991
16,100,0,0.002328012,53.40013,15.79998,165.5986
17,100,0,0.002328012,108.5995,15.79998,165.5986
18,100,0,0.002328012,170.5985,15.79998,165.5986
